bank_key,bank_name_clean,city,state_code
98189507826863,First National Bank of Blanchardville,Blanchardville,WI
189632070523009,Southern Pacific Bank,Torrance,CA
109361695997324,Farmers Bank of Cheneyville,Cheneyville,LA
124643416923948,Bank of Alamo,Alamo,TN
150064372608368,AmTrade International Bank,Atlanta,GA
69439981879940,Universal Federal Savings Bank,Chicago,IL
132731397697511,Connecticut Bank of Commerce,Stamford,CT
214530827575781,New Century Bank,Shelby Township,MI
149893600357703,Net 1st National Bank,Boca Raton,FL
52858719928452,"NextBank, NA",Phoenix,AZ
157656007223908,Oakwood Deposit Bank Co.,Oakwood,OH
155307724952985,Bank of Sierra Blanca,Sierra Blanca,TX
191193832962832,"Hamilton Bank, NA",Miami,FL
203852471551537,Sinclair National Bank,Gravette,AR
257861650734427,"Superior Bank, FSB",Hinsdale,IL
180606183013422,Malta National Bank,Malta,OH
66938316494047,First Alliance Bank & Trust Co.,Manchester,NH
35371171337566,National State Bank of Metropolis,Metropolis,IL
215371125770067,Bank of Honolulu,Honolulu,HI
